Answer,Question,Unnamed--4,Unnamed--5
"Post we onboard you, we'll assign you an account manager who will set up a meeting with you to understand your business in detail and to understand your investor persona. He/she will ask you to share the existing pitch deck & financial model for their review.

Once you share these documents with us, our team will take 2-3 working days to review them and they will share their feedback with you. Post that they will prepare an elevator pitch on your behalf and will get it verified from you.

Once we finalise the elevator pitch, we'll start reaching out to the prospective investors. We can start expecting their interest in 2-3 weeks time.

After that we'll share the Pitch Deck, Financial Model and other information with them which they will be looking for. They will take another 1-2 week time to review all the documents & information shared by us. And after that the meetings with those investors will start happening.

Overall it will be an approx 3-4 months process from the point we start reaching out to the investors till the time money will be in your bank.",How does the post onboarding timeline work?,,
"“Yes. We see that happen when a strategic investor sees an opportunity for a full or partial acquisition. We can switch gears from equity fundraising to M&A discussions, advising on valuations, due diligence, and negotiation. The same team manages your end-to-end process, so we remain agile if your strategy changes midstream.”","If a strategic buyer or big corporate approaches us for acquisition mid-process, can you manage that pivot?","
","
"
"We can reach out to them as Qubit if you want or we can reach out using your identity, it will be your decision only.

From our past experience, what we have seen is that investors respond faster when it comes directly from the founders, especially when the investment banker is not in their direct network and they always love to hear the story from the founders directly.

But ultimately it will be your decision, if you want us to reach out to these investors as Qubit we can do that and if you want us to reach out to them using your identity, then we can do that as well.",Will you reach out to these investors as Qubit or as a startup?,,
"We have a rating of 4.4 stars on TrustPilot where more than 82% people have rated us 5 stars.

There are a very few negative reviews which have either been seeded by our competitors (We have asked for the proof in reply and they are not able to provide the same) or have been posted by the people who have not used our services but got frustrated when we reached out to them asking if they are looking for funding. You can verify the same on TrustPilot- https://www.trustpilot.com/review/qubit.capital",I have seen some negative reviews about Qubit Capital on TrustPilot.,,
"Crunchbase and Pitchbook are just the platforms which provide you with the data of startups & investors. We are not a data platform. We are not providing you the data of any startup or any investor.

We are investment bankers. In fact, we also use various platforms like Crunchbase & Pitchbook and we have the subscription of various other platforms as well. We have our own AI algorithm which gets the data from various sources.

Getting data is just a small step, but refining that data, upgrading it, and then using that data to match it with the requirement of the startup and then doing the entire Investment Banking process is a completely different business. So that's how we are different from these platforms.",How is your platform different from Crunchbase/Pitchbook?,,
"“Absolutely. In our kickoff meeting, we clarify your ‘ideal investor persona.’ Some founders only want two or three large checks; others may welcome multiple smaller investors. Our AI-based filtration and manual verification let us target the exact check sizes you prefer, so we only approach investors whose ticket size aligns with your round.”","Are you flexible about the investor’s minimum or maximum check sizes if I prefer fewer, larger investments rather than many small ones?",,
"We have helped many startups across sectors, from Fintech and Edutech to Travel and Renewable Energy. While we cannot disclose specific names, please take a look at our client success stories and case studies to guage the impact we've made for them, and can do the same for you.",Can you share testimonials or case studies or success stories from <specific sector>? ,,
"“Yes, we can definitely help. We have facilitated partial acquisitions and strategic investments for multiple companies. The process is similar: we identify and reach out to potential buyers or strategic investors based on your sector and requirements. Once they express interest, we manage the entire conversation—from initial pitch to due diligence—until the acquisition or investment closes.”",We’re considering a partial or full acquisition. Do you handle Mergers and Acquisitions or strategic buyout deals?,,
"We work on a reverse approach where we first understand the thesis of the investors who are there in our network & platform. We understand what kind of startups they are looking to invest in and based on their thesis, our system identifies all the potential startups for them, and that's how we guys have reached out to you.

It’s not the other way round where you have reached out to us asking for getting the funding. If we have reached out to you, that definitely means that we already have the investors in our network and platform who are looking to invest into this industry, this sector and this geography. I'm not saying that they want to invest in your company directly, but yes, the first level of filtration has already been done because your company matches the requirements of the investors, which we are having.

Post that we get on a call with the founders to understand about their business in detail, post call we review their business & match the relevant investors for them and then we decide whether we can help them raise capital or not.

Our Take Rate is 7-8% which means we only work with 7-8% of the startups to whom we speak with.",How do you decide whether you want to work with any startup or not? How do you do your due diligence?,,
"Yes, we have done the same for various companies in the past as well.

We can run 2 separate investor campaigns parallely for you- 1 for the bridge round and another for the bigger round. The set of investors will be different for both the rounds and this will help you save time, money & efforts in raising 2 separate funding rounds.",Can you help in raising the bridge round along with the bigger round?,,
"We can help you get the funding through all types of investment instruments like- Equity Funding, Safe Notes, Convertible Notes, Strategic Funding etc.

We’ll first understand your requirements and then suggest the right investment instrument for you.",What type of investment would you help us to get- Debt/ Equity/ Safe Notes?,,
"Completely understand the question around costs—fundraising is crucial, and every dollar counts. 

Our flexible fundraising packages are customized based on your specific fundraising challenges, starting at just $1,000 for tailored investor mapping, targeted outreach, and personalized pitch preparation. To fully align our success with yours, for end to end fundraising we work primarily on a success-based model—taking just a modest 3–5% success fee on the funds successfully raised, ensuring our interests remain completely aligned. 

Importantly, your initial platform fee is fully credited against this success fee, meaning no net upfront costs once fundraising is successful. 

Let’s discuss which flexible option would best fit your situation. Are you available for a short call this week to go over your needs in detail?""",How does Qubit Capital assist investors in finding promising startups?,,
"I obtained your contact information from a business database called Apollo.io.

Apollo.io is responsible for ensuring all data is collected and shared in compliance with all relevant data protection regulations, including the GDPR.",Are you complying to GDPR regulations?,,
"Currently we are a team of 65+ people working in different departments like- Tech, Data, Business Analyst, Financial Analyst, Fundraising Consultants, Investor Relations, HR, Finance etc.",How big is your team?,,
"Initially we’ll be providing an intro pitch with the investors about your company. Once they show their interest, then we share the Pitch Deck & other information with them. NDA will not be signed till this stage as these investors get a lot of Pitch Decks on a daily basis.

They may sign the NDA when the conversation with them is going on at the advanced stage and they ask us to share some confidential information.",Will you sign the NDA with the investors before sharing information with them?,,
"Completely understand the question around costs—fundraising is crucial, and every dollar counts. 

Our flexible fundraising packages are customized based on your specific fundraising challenges, starting at just $1,000 for tailored investor mapping, targeted outreach, and personalized pitch preparation. To fully align our success with yours, for end to end fundraising we work primarily on a success-based model—taking just a modest 3–5% success fee on the funds successfully raised, ensuring our interests remain completely aligned. 

Importantly, your initial platform fee is fully credited against this success fee, meaning no net upfront costs once fundraising is successful. 

Let’s discuss which flexible option would best fit your situation. Are you available for a short call this week to go over your needs in detail?""",What is your fee structure?,,
"Qubit Capital is not a fund. But we surely can help you raise funds.

We specialise in connecting startups with the right investors through our AI-powered matchmaking algorithm.",Is Qubit Capital a fund?,,
"Yes, if you introduce those investors to us who have already shown interest in investing in your company then we’ll reduce our success fee by 50% if we close the deal with those investors.",Will you reduce the fee if I introduce the investors to you and you close the deal with them?,,
"No, we cannot provide a free trial because this is not a deal listing platform or a DIY platform. It is a complete backend process which will be done by our company and it is not a quick process.

There are different steps, different teams get involved in the entire process and it takes a long time, minimum two month's time to do all these things. So that's why it is not possible for us to give you a free trial.

Additional context: Instead, we have a 100% refund policy if we fail to generate positive investor interest.",Can you provide a free trial?,,
We are sector agnostic & stage agnostic. We work with the companies across all the sectors and all the stages.,Is there a particular sector or stage of startups with whom you work?,"
","
"
"No, there is no exclusivity. We work on a non-exclusive mandate and you are free from day one to work with any investor, any other advisor or investment banker directly. You are only liable to pay the success fee to us when you get the funding from the investor introduced by us.",Is there any exclusivity on which you work?,,
"Completely understand the question around costs—fundraising is crucial, and every dollar counts. 

Our flexible fundraising packages are customized based on your specific fundraising challenges, starting at just $1,000 for tailored investor mapping, targeted outreach, and personalized pitch preparation. To fully align our success with yours, for end to end fundraising we work primarily on a success-based model—taking just a modest 3–5% success fee on the funds successfully raised, ensuring our interests remain completely aligned. 

Importantly, your initial platform fee is fully credited against this success fee, meaning no net upfront costs once fundraising is successful. 

Let’s discuss which flexible option would best fit your situation. Are you available for a short call this week to go over your needs in detail?""",Do you charge money upfront?,,
"“Yes. We can facilitate strictly secondary share sales (where existing shareholders sell part or all of their stakes). While many of our deals involve fresh capital, we also have investors open to secondary transactions—especially if they see clear upside in the company. We’ll ensure we target those with a history or interest in secondaries.”",Can you handle secondary transactions only (with no new capital being raised)?,,
"We have been in this industry for the past 12 years. Qubit capital as a brand is a four-year-old brand but before that we were working as a traditional investment banker in the name of 360 financials which is a twelve-year-old Investment Banking firm. There we helped various startups and SMEs raise their capital via equity, debt, we have done various IPOs as well so we have a very strong network of hundreds of investors across the globe.

Over the period we have realised that having that limited network of investors is not enough because it is not practical every time that only the investor who is in our direct network, can be a right fit for all the startups, there can be hundreds of investors outside our network who can be a right fit for them, who can fund them. That's where in 2020, we created this proprietary technology and had started onboarding other investors as well who were outside our network.

We have a dedicated team of Investor Relations whose job is just to get on calls with these investors, build relations with them and understand their thesis. Apart from this we have subscriptions of various public and private platforms through which we are gathering the data of the investors and our system is learning their thesis using the Machine Learning Algorithm.

So it's kind of a hybrid relationship which we are having with these investors. Some of them are in our direct network, some are outside our network.",What kind of relationship do you have with these investors?,,
"“Yes. We see that happen when a strategic investor sees an opportunity for a full or partial acquisition. We can switch gears from equity fundraising to M&A discussions, advising on valuations, due diligence, and negotiation. The same team manages your end-to-end process, so we remain agile if your strategy changes midstream.”","If a strategic buyer or big corporate approaches us for acquisition mid-process, can you manage that pivot?","
","
"
We don’t facilitate crowdfunding but we can help you raise funding along with that. We can reach out to a specific set of accredited investors on your behalf and can raise funding through them alongside your crowdfunding campaign.,"I am already working with a crowdfunding platform, how can you work in parallel to that?",,
"We empower startups to succeed by connecting them with the most relevant
investors worldwide through AI-powered technology and strategic expertise.",Tell me a little more about yourself,,
"We empower startups to succeed by connecting them with the most relevant investors worldwide through AI-powered technology and strategic expertise.
",What does Qubit do?,,
"Yes, we do.",Do you accept your fee in Crypto currency?,,
"It’s good that you are already having ongoing discussions or have soft commitments from a few investors but you can’t be 100% sure till the time the investment money hits your bank account.

Moreover, it’s always better to have multiple investors interested in your company and having multiple investment offers in your hand so that you can negotiate with them on your own terms and you get the opportunity to select the best investor for your company. With Qubit, you will get this opportunity.",I am already having ongoing discussions/ soft commitments from a few investors. I don’t think I need Qubit Capital’s help for this round.,,
"We work on a reverse approach where we first understand the thesis of the investors who are there in our network & platform. We understand what kind of startups they are looking to invest in and based on their thesis, our system identifies all the potential startups for them, and that's how we guys have reached out to you.

It’s not the other way round where you have reached out to us asking for getting the funding. If we have reached out to you, that definitely means that we already have the investors in our network and platform who are looking to invest into this industry, this sector and this geography. I'm not saying that they want to invest in your company directly, but yes, the first level of filtration has already been done because your company matches the requirements of the investors, which we are having.

Post that we get on a call with the founders to understand about their business in detail, post call we review their business & match the relevant investors for them and then we decide whether we can help them raise capital or not.

Our Take Rate is 7-8% which means we only work with 7-8% of the startups to whom we speak with.",How do you decide whether you want to work with any startup or not? How do you do your due diligence?,,
"Completely understand the question around costs—fundraising is crucial, and every dollar counts. 

Our flexible fundraising packages are customized based on your specific fundraising challenges, starting at just $1,000 for tailored investor mapping, targeted outreach, and personalized pitch preparation. To fully align our success with yours, for end to end fundraising we work primarily on a success-based model—taking just a modest 3–5% success fee on the funds successfully raised, ensuring our interests remain completely aligned. 

Importantly, your initial platform fee is fully credited against this success fee, meaning no net upfront costs once fundraising is successful. 

Let’s discuss which flexible option would best fit your situation. Are you available for a short call this week to go over your needs in detail?""",How does Qubit Capital assist investors in finding promising startups?,,
"We empower startups to succeed by connecting them with the most relevant
investors worldwide through AI-powered technology and strategic expertise.",Tell me a little more about yourself,,
In the last 4 years we have worked with 200+ startups out of them we have successfully raised funding for 64 startups till date with a cumulative amount of over $215 Mn and many deals are at the advanced level conversations with the investors currently.,How many startups have you worked with and how much funding have you raised for them?,,
"After 2 levels of filtration we’ll finalise the list of potential investors for your company, we’ll reach out to them on your behalf and generate their interest. We do not consider that interest as a positive conversation.

Post that we share detailed information and documents of your company with them. Once they review that information and would like to take the conversation forward with you in terms of setting up meetings with you, understanding more about your business, that we consider as positive conversation.

Additional context: If we fail to secure even one such positive investor conversation within 45–60 days, we refund your onboarding fee.",What do you mean by positive investor conversation?,,
"We have helped many startups across sectors, from Fintech and Edutech to Travel and Renewable Energy. While we cannot disclose specific names, please take a look at our client success stories and case studies to guage the impact we've made for them, and can do the same for you.",Can you share testimonials or case studies or success stories from <specific sector>? ,,
"Once we’ll start reaching out to the investors, we’ll share a dashboard with you through which you can see which investor we have reached out to and what is the conversation going on with them.",How will you provide us the update on investor conversations & and can we see that?,,
"The current economic situation has definitely changed the way the market used to operate. Earlier the investors were investing based on the industry wave & FOMO, but now they are a bit cautious. They are not investing in any random startup, they are doing the proper due diligence before investing their money.

Even during the financial crisis & funding winter we were able to secure funding for our multiple clients and have proven the negative sentiments wrong.",How do you see the current economic downfall? Are these investors investing in startups in this situation?,,
"There is no minimum or maximum limit to the investor meetings. Our goal is not to provide you with just investor meetings. We are investment bankers and we are here to raise funds for you.

Therefore, it doesn't matter to us whether we are getting you two investor meetings or 20 investor meetings. What matters to us is that we should be able to raise funding for you with the right investor. It can happen after 30 meetings and it can happen after one meeting as well.

You don't need hundreds of investors to invest in your company. You just need one or two good investors to invest in your company.

That's why we don't count on the number of meetings, we just count on the quality of the meeting that we should put you in front of the right investor.",How many investor meetings will you be able to get for me?,,
"I obtained your contact information from a business database called Apollo.io.

Apollo.io is responsible for ensuring all data is collected and shared in compliance with all relevant data protection regulations, including the GDPR.",Are you complying to data privacy regulations?,,
"Crunchbase and Pitchbook are just the platforms which provide you with the data of startups & investors. We are not a data platform. We are not providing you the data of any startup or any investor.

We are investment bankers. In fact, we also use various platforms like Crunchbase & Pitchbook and we have the subscription of various other platforms as well. We have our own AI algorithm which gets the data from various sources.

Getting data is just a small step, but refining that data, upgrading it, and then using that data to match it with the requirement of the startup and then doing the entire Investment Banking process is a completely different business. So that's how we are different from these platforms.",How is your platform different from Crunchbase/Pitchbook?,,
"“Absolutely. In our kickoff meeting, we clarify your ‘ideal investor persona.’ Some founders only want two or three large checks; others may welcome multiple smaller investors. Our AI-based filtration and manual verification let us target the exact check sizes you prefer, so we only approach investors whose ticket size aligns with your round.”","Are you flexible about the investor’s minimum or maximum check sizes if I prefer fewer, larger investments rather than many small ones?",,
"We work on a reverse approach where we first onboard the investors, we understand their investment thesis in detail, the kind of startups they are looking for to invest in, from which industry they're looking for, from which geography, what should be their stage, what should be the deal size and based on that thesis our system identifies all the potential and relevant startups who can be a right fit for these investors and finds out the contact information of the founders and senior team members.

Then our team members reach out to the founders to set up a meeting with us and that's how we are talking right now.",How do you get to know about my company?,,
"“Yes, in certain scenarios our fee structure scales. For amounts under $5M, the 4% rate is typical; for raises above $10M, it can drop to 3% or 2.5%. However, we finalize this in the engagement letter once we know your target range. If your round ends up being larger than initially expected, we adjust the success fee accordingly.”",Does the 4% success fee change if the raise is much bigger or smaller than planned?,,
"Yes, we do help you in identifying the estimated valuation of your company by preparing a detailed financial model with the projections of the next 5 years on a quarterly basis.

We calculate the current valuations using multiple methods which are accepted globally.",Do you help us in getting our valuation done?,,
"We have a rating of 4.4 stars on TrustPilot where more than 82% people have rated us 5 stars.

There are a very few negative reviews which have either been seeded by our competitors (We have asked for the proof in reply and they are not able to provide the same) or have been posted by the people who have not used our services but got frustrated when we reached out to them asking if they are looking for funding. You can verify the same on TrustPilot- https://www.trustpilot.com/review/qubit.capital",I have seen some negative reviews about Qubit Capital on TrustPilot.,,
We provide a refund guarantee if we will not be able to get you any positive investor conversation within 45/60 days after we start the investor outreach.,Will you refund my money if you’ll not be able to secure funding for me?,,
"Generally, it takes three to four months to close a deal from the point we start reaching out to the investors.

There was a deal where we were able to get the funding in just two weeks time but that was an exceptional case. Otherwise in general, it takes three to four months time to close a deal including all the processes.",How much time will it take to close the deal?,,
"Yes, we do help you in identifying the estimated valuation of your company by preparing a detailed financial model with the projections of the next 5 years on a quarterly basis.

We calculate the current valuations using multiple methods which are accepted globally.",Do you help us in getting our valuation done?,,
"“We never blast your pitch to thousands randomly. Our AI and manual vetting yield a short list of relevant investors (usually a couple hundred at most, often fewer). We then do a phased outreach, gauging interest carefully so you maintain a sense of scarcity and exclusivity with prospective investors.”",We worry about saturating the market with our pitch. How do you limit the number of investors approached so we don’t come across as desperate?,,
"Sure, please look at our corporate profile that outlines our offerings and services",Do you have any documents / files / collaterals to share,,
"Once onboarded, here’s exactly how our end-to-end fundraising solution works: 

Deep Dive & Strategy - Our experienced team collaborates closely with you to understand your unique business model, vision, pains, challenges, and growth goals, creating a precise fundraising strategy. 

Investor Mapping & AI Matching - Leveraging cutting-edge AI technology, we identify and reach out to highly targeted investors matched by sector, geography, and funding stage. 

Collateral Refinement: We help refine pitch decks and financial models, making your story irresistible to investors. 

Investor Engagement & Meetings - Our team manages outreach and schedules meetings, streamlining the entire investor engagement process. 

Negotiation & Closing - We’re at your side for term sheet negotiations and legal documentation until funding hits your bank account. 

We handle everything, so you focus solely on growth.",What is your process,,
"“We’re flexible about collaborating with your internal teams or any external advisors you’ve engaged. Often, if you have a CFO, they’ll share detailed financial data with us to refine the financial model. Our objective is to integrate seamlessly with whatever support system you have, as long as roles are clearly defined.”","Do you coordinate with a founder’s existing or future advisors (e.g., a CFO or another fundraising consultant)?",,
"We can help you get the funding through all types of investment instruments like- Equity Funding, Safe Notes, Convertible Notes, Strategic Funding etc.

We’ll first understand your requirements and then suggest the right investment instrument for you.",What type of investment would you help us to get- Debt/ Equity/ Safe Notes?,,
"Qubit Capital is a global company having its headquarter in India & Dubai.

We have people working from different parts of India, Singapore & Dubai.",Where are you located?,,
"To make the most of our discussion, we recommend scheduling a virtual meeting via Google Meet instead of a phone call. A virtual meeting will allow us to share screens, enabling us to present insight into showcasing information on how we can help you connect with the right investors.",Can we get on a phone call ?,"
","
"
"After 2 levels of filtration we’ll finalise the list of potential investors for your company, we’ll reach out to them on your behalf and generate their interest. We do not consider that interest as a positive conversation.

Post that we share detailed information and documents of your company with them. Once they review that information and would like to take the conversation forward with you in terms of setting up meetings with you, understanding more about your business, that we consider as positive conversation.

Additional context: If we fail to secure even one such positive investor conversation within 45–60 days, we refund your onboarding fee.",What do you mean by positive investor conversation?,,
"Once onboarded, here’s exactly how our end-to-end fundraising solution works: 

Deep Dive & Strategy - Our experienced team collaborates closely with you to understand your unique business model, vision, pains, challenges, and growth goals, creating a precise fundraising strategy. 

Investor Mapping & AI Matching - Leveraging cutting-edge AI technology, we identify and reach out to highly targeted investors matched by sector, geography, and funding stage. 

Collateral Refinement: We help refine pitch decks and financial models, making your story irresistible to investors. 

Investor Engagement & Meetings - Our team manages outreach and schedules meetings, streamlining the entire investor engagement process. 

Negotiation & Closing - We’re at your side for term sheet negotiations and legal documentation until funding hits your bank account. 

We handle everything, so you focus solely on growth.",How does the post onboarding process work?,,
"“We never blast your pitch to thousands randomly. Our AI and manual vetting yield a short list of relevant investors (usually a couple hundred at most, often fewer). We then do a phased outreach, gauging interest carefully so you maintain a sense of scarcity and exclusivity with prospective investors.”",We worry about saturating the market with our pitch. How do you limit the number of investors approached so we don’t come across as desperate?,,
"We work with a maximum of 10 startups at a time. Although we have a team of 55+ people and we can easily manage more startups, but we believe in quality rather than quantity. We want to give our 100% focus on every startup with whom we are working.",How many startups do you work with at a time?,,
"Once we’ll start reaching out to the investors, we’ll share a dashboard with you through which you can see which investor we have reached out to and what is the conversation going on with them.",How will you provide us the update on investor conversations & and can we see that?,,
"Qubit Capital is sector agnostic in nature and serves a diverse range of industries, including fintech, healthcare, telecom, insurance, blockchain, retail, e-commerce, biotech, cleantech, software, travel, and edtech. Our broad industry expertise enables us to effectively connect startups and investors across various sectors.",What industries does Qubit Capital specialize in?,,
"No, we cannot provide a free trial because this is not a deal listing platform or a DIY platform. It is a complete backend process which will be done by our company and it is not a quick process.

There are different steps, different teams get involved in the entire process and it takes a long time, minimum two month's time to do all these things. So that's why it is not possible for us to give you a free trial.

Additional context: Instead, we have a 100% refund policy if we fail to generate positive investor interest.",Can you provide a free trial?,,
"Completely understand the question around costs—fundraising is crucial, and every dollar counts. 

Our flexible fundraising packages are customized based on your specific fundraising challenges, starting at just $1,000 for tailored investor mapping, targeted outreach, and personalized pitch preparation. To fully align our success with yours, for end to end fundraising we work primarily on a success-based model—taking just a modest 3–5% success fee on the funds successfully raised, ensuring our interests remain completely aligned. 

Importantly, your initial platform fee is fully credited against this success fee, meaning no net upfront costs once fundraising is successful. 

Let’s discuss which flexible option would best fit your situation. Are you available for a short call this week to go over your needs in detail?""",How much do you guys charge? / Do you charge a success/upfront/service fee?,,
"Once onboarded, here’s exactly how our end-to-end fundraising solution works: 

Deep Dive & Strategy - Our experienced team collaborates closely with you to understand your unique business model, vision, pains, challenges, and growth goals, creating a precise fundraising strategy. 

Investor Mapping & AI Matching - Leveraging cutting-edge AI technology, we identify and reach out to highly targeted investors matched by sector, geography, and funding stage. 

Collateral Refinement: We help refine pitch decks and financial models, making your story irresistible to investors. 

Investor Engagement & Meetings - Our team manages outreach and schedules meetings, streamlining the entire investor engagement process. 

Negotiation & Closing - We’re at your side for term sheet negotiations and legal documentation until funding hits your bank account. 

We handle everything, so you focus solely on growth.",How does the post onboarding process work?,,
"It’s good that you are already having ongoing discussions or have soft commitments from a few investors but you can’t be 100% sure till the time the investment money hits your bank account.

Moreover, it’s always better to have multiple investors interested in your company and having multiple investment offers in your hand so that you can negotiate with them on your own terms and you get the opportunity to select the best investor for your company. With Qubit, you will get this opportunity.",I am already having ongoing discussions/ soft commitments from a few investors. I don’t think I need Qubit Capital’s help for this round.,,
"To date, Qubit Capital has facilitated over $215 million in funding for 64 startups globally. Our proven track record demonstrates our commitment to empowering startups and delivering exceptional returns for investors.",Can you share some success stories or achievements of Qubit Capital?,,
"Definitely, please take a look at our client success stories and case studies to see how we have helped startups raise the funds they deserve",Can you share any testimonies / testimonials?,,
"Definitely, please take a look at our client success stories and case studies to see how we have helped startups raise the funds they deserve",Can you share any testimonies / testimonials?,,
"To make the most of our discussion, we recommend scheduling a virtual meeting via Google Meet instead of a phone call. A virtual meeting will allow us to share screens, enabling us to present insight into showcasing information on how we can help you connect with the right investors.",Can we get on a whatsapp call ?,,
"Yes, if you introduce those investors to us who have already shown interest in investing in your company then we’ll reduce our success fee by 50% if we close the deal with those investors.",Will you reduce the fee if I introduce the investors to you and you close the deal with them?,,
"At Qubit, we combine advanced AI-driven matchmaking technology with our seasoned team's 15+ years of fundraising experience to find your perfect investor fit rom our extensive network of over 20,000 VCs, Family Offices, Strategic Corporates, Private Equity Funds, and Angels across 90+ countries, including the USA, UK, Europe, Latin America, Southeast Asia, Middle East, India, and beyond. 

We carefully analyze your sector, stage, geography, and funding needs to identify relevant investors from our global network, ensuring highly targeted and effective outreach. Our fundraising experts support you from investor introductions, pitch deck refinement, negotiations, all the way until funds successfully reach your account.",How can you help us raise funds?,,
"Our company is registered in India & Dubai and as per the law of both these countries we don’t need any licence to operate as an investment banker even if we are providing the service to startups and investors outside India & Dubai. And we have been doing this business for the last 12 years smoothly.

The laws of other countries will only apply to us if we’ll register ourselves in those countries.",Are you a registered broker dealer? Do you have a licence to operate as an investment banker?,,
"We have been in this industry for the past 12 years. Qubit capital as a brand is a four-year-old brand but before that we were working as a traditional investment banker in the name of 360 financials which is a twelve-year-old Investment Banking firm. There we helped various startups and SMEs raise their capital via equity, debt, we have done various IPOs as well so we have a very strong network of hundreds of investors across the globe.

Over the period we have realised that having that limited network of investors is not enough because it is not practical every time that only the investor who is in our direct network, can be a right fit for all the startups, there can be hundreds of investors outside our network who can be a right fit for them, who can fund them. That's where in 2020, we created this proprietary technology and had started onboarding other investors as well who were outside our network.

We have a dedicated team of Investor Relations whose job is just to get on calls with these investors, build relations with them and understand their thesis. Apart from this we have subscriptions of various public and private platforms through which we are gathering the data of the investors and our system is learning their thesis using the Machine Learning Algorithm.

So it's kind of a hybrid relationship which we are having with these investors. Some of them are in our direct network, some are outside our network.",What kind of relationship do you have with these investors?,,
"Yes, if you introduce those investors to us who have already shown interest in investing in your company then we’ll reduce our success fee by 50% if we close the deal with those investors.",Will you reduce the fee if I introduce the investors to you and you close the deal with them?,,
"Many of them are associated with our platform and it is not a deal listing platform where they have to come and register. It is a complete back-end platform where everything is managed by our team.

Many of these investors are in our direct network and many of them are outside our network as well. But we provide them with the curated deals as per their requirements and they are also happy to work with us, so there is no official sign up which is required.",Have these investors signed up on your platform?,,
"We specialise in facilitating business acquisitions. Leveraging our extensive network of over 20,000 global investors, we can introduce you to the right parties interested in acquiring your company.",Can you help me in getting a buyer for my company?,,
"Our company is registered in India & Dubai and as per the law of both these countries we don’t need any licence to operate as an investment banker even if we are providing the service to startups and investors outside India & Dubai. And we have been doing this business for the last 12 years smoothly.

The laws of other countries will only apply to us if we’ll register ourselves in those countries.",Are you a registered broker dealer? Do you have a licence to operate as an investment banker?,,
"Once onboarded, here’s exactly how our end-to-end fundraising solution works: 

Deep Dive & Strategy - Our experienced team collaborates closely with you to understand your unique business model, vision, pains, challenges, and growth goals, creating a precise fundraising strategy. 

Investor Mapping & AI Matching - Leveraging cutting-edge AI technology, we identify and reach out to highly targeted investors matched by sector, geography, and funding stage. 

Collateral Refinement: We help refine pitch decks and financial models, making your story irresistible to investors. 

Investor Engagement & Meetings - Our team manages outreach and schedules meetings, streamlining the entire investor engagement process. 

Negotiation & Closing - We’re at your side for term sheet negotiations and legal documentation until funding hits your bank account. 

We handle everything, so you focus solely on growth.",How does the post onboarding process work?,,
"Once onboarded, here’s exactly how our end-to-end fundraising solution works: 

Deep Dive & Strategy - Our experienced team collaborates closely with you to understand your unique business model, vision, pains, challenges, and growth goals, creating a precise fundraising strategy. 

Investor Mapping & AI Matching - Leveraging cutting-edge AI technology, we identify and reach out to highly targeted investors matched by sector, geography, and funding stage. 

Collateral Refinement: We help refine pitch decks and financial models, making your story irresistible to investors. 

Investor Engagement & Meetings - Our team manages outreach and schedules meetings, streamlining the entire investor engagement process. 

Negotiation & Closing - We’re at your side for term sheet negotiations and legal documentation until funding hits your bank account. 

We handle everything, so you focus solely on growth.",What is your process,,
"“No. Qubit Capital does not assist with any form of debt financing or loans, we can only assist you in raising equity",We’re raising part equity and part debt—can Qubit help with a mix of instruments in the same round?,,
"Completely understand the question around costs—fundraising is crucial, and every dollar counts. 

Our flexible fundraising packages are customized based on your specific fundraising challenges, starting at just $1,000 for tailored investor mapping, targeted outreach, and personalized pitch preparation. To fully align our success with yours, for end to end fundraising we work primarily on a success-based model—taking just a modest 3–5% success fee on the funds successfully raised, ensuring our interests remain completely aligned. 

Importantly, your initial platform fee is fully credited against this success fee, meaning no net upfront costs once fundraising is successful. 

Let’s discuss which flexible option would best fit your situation. Are you available for a short call this week to go over your needs in detail?""",How much do you guys charge? / Do you charge a success/upfront/service fee?,,
“No. Our success fee applies only to the funds raised in the round we’re actively involved in. If that same investor reinvests or increases their stake in later rounds—when Qubit isn’t part of the outreach—there’s no additional fee for that subsequent investment.”,"If an investor invests more money later (e.g., in a future round) without Qubit’s involvement, do we still owe a success fee?","
","
"
"We specialise in facilitating business acquisitions. Leveraging our extensive network of over 20,000 global investors, we can introduce you to the right parties interested in acquiring your company.",Can you help me in getting a buyer for my company?,,
"After identifying all the potential investors for your company, our team will prepare an elevator pitch/intro pitch about your company. They will get it approved by you and then we’ll start sharing it with those investors.

Once the investors show their interest, then we’ll provide them with your Pitch Deck, Financial Model and set up meetings between you and those investors.",How will you pitch our business to these investors?,,
"Qubit Capital is a global company having its headquarter in India & Dubai.

We have people working from different parts of India, Singapore & Dubai.",Where are you located?,,
"We have a rating of 4.4 stars on TrustPilot where more than 82% people have rated us 5 stars.

There are a very few negative reviews which have either been seeded by our competitors (We have asked for the proof in reply and they are not able to provide the same) or have been posted by the people who have not used our services but got frustrated when we reached out to them asking if they are looking for funding. You can verify the same on TrustPilot- https://www.trustpilot.com/review/qubit.capital",I have seen some negative reviews about Qubit Capital on TrustPilot.,,
"Crunchbase and Pitchbook are just the platforms which provide you with the data of startups & investors. We are not a data platform. We are not providing you the data of any startup or any investor.

We are investment bankers. In fact, we also use various platforms like Crunchbase & Pitchbook and we have the subscription of various other platforms as well. We have our own AI algorithm which gets the data from various sources.

Getting data is just a small step, but refining that data, upgrading it, and then using that data to match it with the requirement of the startup and then doing the entire Investment Banking process is a completely different business. So that's how we are different from these platforms.",How is your platform different from Crunchbase/Pitchbook?,,
